title,popularity,vote_average,runtime,genres,original_language,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,ScienceFiction,TVMovie,Thriller,Unknown,War,Western
The Golf Specialist,1.237,5.4,20,Comedy,en,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Moran: What It Is,0.9,7.5,76,Comedy,en,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fall Out - Fall In,1.244,6.1,7,"Animation,Comedy",en,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABBA Gold: Greatest Hits,0.927,7.7,97,Music,en,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lyon : Quai de l'Archevêché,1.143,5.4,1,Documentary,fr,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mechanical Cow,1.191,5.396,6,"Comedy,Animation",en,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danzón,1.181,6.8,102,Drama,es,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Cartridges,1.187,5.0,1,War,fr,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Quest,1.223,6.6,12,Animation,xx,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aunt Alejandra,1.198,7.1,98,"Mystery,Horror,Drama",es,24,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
The Inventor Crazybrains and His Wonderful Airship,1.142,5.604,3,"ScienceFiction,Comedy,Fantasy",fr,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Vicenta,1.181,7.792,69,"Documentary,Animation",es,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stalk of the Celery Monster,1.243,6.0,2,"Animation,Comedy",en,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamonix: Le mauvais pas,0.93,5.4,1,Unknown,fr,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pan 0,0.929,4.417,1,Unknown,en,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pocoyó en cines: tu primera película,0.939,7.167,50,Animation,es,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balas & Bolinhos,0.856,7.0,62,"Comedy,Crime",pt,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wonderful Living Fan,0.948,5.0,3,Fantasy,fr,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Accidental Courtesy: Daryl Davis, Race & America",0.911,7.6,95,Documentary,en,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men and Women,1.261,7.292,93,Drama,pt,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Récréation à la Martinière,0.944,4.7,1,Documentary,fr,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Dew,1.159,6.9,89,"Drama,Romance,Comedy",ru,24,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Douche après le bain,1.148,5.0,1,"Family,Documentary",xx,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pietro Mennea - La freccia del sud,1.167,7.1,209,Drama,it,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Disasters,1.206,6.833,14,Drama,en,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O Dreamland,1.208,6.1,13,"Documentary,Comedy",en,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Street Wise,1.211,6.896,98,"Music,Romance",es,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Rip's Toast to Hudson,1.227,4.333,1,Unknown,en,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Florence and the Uffizi Gallery 3D/4K,1.202,8.896,97,Documentary,it,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O Cavaleiro Didi e a Princesa Lili,1.209,4.0,90,"Family,Adventure",pt,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sweetgrass,0.926,6.7,101,Documentary,en,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here's the Plan,0.937,7.521,19,"Drama,Animation",en,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2ème étoile,1.166,8.0,112,Documentary,fr,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Glue Sticks,1.221,4.9,5,Comedy,fr,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Youth,1.223,5.9,102,Drama,es,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Me Myself I,1.152,5.708,104,"Comedy,Romance",en,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Exquisite Corpus,1.11,5.9,18,Unknown,en,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dream Theater - Live at Luna Park,1.241,8.3,189,Music,en,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cedric the Entertainer: Live from the Ville,1.249,5.708,60,Comedy,en,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cine Holliúdy 2: A Chibata Sideral,1.21,6.3,101,Comedy,pt,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, Champs-Elysées (voitures)",1.111,5.2,1,Documentary,fr,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo's Return,0.887,6.8,27,Drama,ja,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maradonapoli,1.186,6.3,72,Documentary,it,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ossuary,1.153,7.063,10,Documentary,cs,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Romance of the Rail,0.857,4.542,5,Romance,en,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Joe & Caspar Hit the Road,1.166,6.0,88,Comedy,en,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gagarin,1.261,6.875,3,"Animation,Comedy",ru,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ant Head,0.913,5.333,13,"Horror,Music",en,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Golden Beetle,1.144,5.792,3,Fantasy,fr,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Man and His Dog Out for Air,0.898,5.417,2,Animation,en,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission London,1.166,6.438,107,Comedy,ru,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circular Panorama of Electric Tower,0.905,5.292,1,Documentary,en,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWE SummerSlam 2017,1.171,7.4,240,Action,en,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0.939,6.542,10,Animation,en,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Silence,1.263,3.6,90,Horror,en,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
God Knows Where I Am,1.244,6.413,97,"Mystery,Documentary,Drama,History",en,23,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Grasshoppers,1.229,7.109,9,"Comedy,Animation",en,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusk,1.22,6.4,91,"Drama,Thriller",en,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Man Without a Shadow,1.102,6.826,9,Animation,fr,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derren Brown: Infamous,1.069,7.7,71,"Documentary,TVMovie",en,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Bachelor's Paradise,0.859,5.1,2,"Fantasy,Comedy",fr,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lightning in a Bottle,1.202,6.217,6,Animation,en,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Toupée,0.827,6.391,5,"Animation,Comedy,Fantasy,Romance",en,23,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Silent Army,1.045,5.5,115,"Drama,Thriller",nl,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Fight Club (Russian version),0.9,8.2,111,Unknown,ru,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Motion Painting No. 1,1.151,6.3,11,Animation,en,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabbit,0.866,7.174,9,Animation,es,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Turning Point,0.835,6.196,3,"Fantasy,Drama,Animation",en,23,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hello,1.108,5.891,7,Animation,en,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stille Nacht II: Are We Still Married?,1.142,6.0,3,"Animation,Mystery,Horror",en,23,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Night Before Christmas,0.92,6.2,9,"Fantasy,Family",en,23,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
I'm Dead But I Have Friends,1.195,6.152,96,Comedy,fr,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best Friend,0.866,7.435,5,"Animation,Drama,Family,ScienceFiction",en,23,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
The Bloody Olive,1.202,7.304,11,"Comedy,Crime",nl,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Idea,0.825,6.1,25,Animation,fr,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feelings of Mountains and Waters,1.15,6.4,19,Animation,zh,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Red Spider,1.136,5.435,95,Thriller,pl,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Derrick contre Superman,1.207,6.652,16,Comedy,fr,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Hunting,1.209,6.4,6,"Animation,Comedy",en,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mother Goose Goes Hollywood,0.871,5.4,8,"Animation,Comedy",en,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love,1.116,5.0,4,"Animation,Romance",ja,23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Writing Backwards,0.901,5.804,1,Unknown,fr,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Suicide of Colonel Henry,0.857,4.7,1,Unknown,fr,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anjelah Johnson: Not Fancy,1.128,4.7,63,Comedy,en,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Querelle de matelassières,0.852,5.2,1,Comedy,fr,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Think We're Alone Now,1.247,6.652,64,Documentary,en,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Woodcutter, a Music Lover",0.863,5.1,1,Comedy,fr,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find Me,0.6,4.4,87,Horror,en,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Retour d’une promenade en mer,0.82,5.4,1,Documentary,fr,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entrée d'une noce à l'église,1.075,4.8,1,Documentary,fr,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenroy Brothers (Comic Boxing),1.183,4.717,1,"Documentary,Comedy",xx,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Banished,1.067,5.9,90,Horror,es,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Operation Just Cause,1.243,7.2,110,"War,Drama,Action",es,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Firefall,1.12,4.5,3,Unknown,fr,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tout contre elle,1.218,5.696,90,"Drama,Thriller",fr,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Beep Prepared,1.12,6.7,6,"Animation,Comedy",en,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris Countdown,0.866,5.152,92,"Thriller,Crime",fr,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Instructions for a Light and Sound Machine,0.853,6.0,16,Unknown,xx,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Out of the Inkwell,1.109,5.261,6,"Comedy,Animation",en,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Triangle,0.996,4.4,94,"Mystery,Horror",en,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Dull Sword,1.113,5.087,4,"Comedy,Animation",ja,23,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pull My Daisy,1.254,5.9,26,Unknown,en,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Duet,1.218,7.283,4,Animation,en,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Menina Índigo,1.119,7.2,99,Drama,pt,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From the Drain,1.229,4.8,13,Horror,en,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Free Ride,1.278,4.783,10,"Comedy,Romance",en,23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Castle,1.129,6.348,120,Drama,ru,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What a Woman!,1.245,6.239,100,Comedy,it,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Origins of the 21st Century,1.117,6.304,16,Documentary,fr,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camera Store,1.246,5.696,99,Drama,en,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bérénice,1.17,5.6,22,"Drama,Mystery",fr,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Season's Greetings,1.205,6.9,4,"Horror,Animation",en,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Next Door,1.252,6.196,3,Animation,en,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Strange Little Cat,1.091,6.4,72,"Comedy,Drama,Family",de,23,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Car of Tomorrow,1.262,6.043,6,Animation,en,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boy Next Door,1.218,6.0,14,Drama,en,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Felix in Exile,0.899,5.848,9,"Drama,Animation",en,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N.U.,1.228,6.3,12,Documentary,it,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doris,1.183,6.2,89,"Comedy,Drama",nl,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mona Lisa Descending a Staircase,0.99,6.8,7,"Animation,Music",en,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Greetings from Tim Buckley,0.6,5.565,99,Drama,en,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Real: The Plan Behind History,1.197,6.6,90,Drama,pt,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Re - The God of Sun,0.824,7.7,6,Animation,pl,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Night,0.907,7.2,5,"Drama,Fantasy",en,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Luccas Neto in: Summer Camp 3,0.92,9.457,110,"Comedy,Family,Adventure",pt,23,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strasbourg 1518,0.992,5.682,10,Music,en,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Madness of Dr. Tube,1.091,5.364,14,"ScienceFiction,Comedy",fr,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
This Magic Moment,1.095,7.364,101,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regina,1.015,6.068,82,Drama,it,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Epic of Everest,1.199,7.068,87,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf and Calf,1.128,7.2,10,Animation,ru,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Day That Lasted 21 Years,1.038,7.636,77,Documentary,pt,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pompiers : attaque du feu,0.871,5.2,1,Documentary,fr,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nostradamus: 2012,1.116,5.6,120,"Documentary,Drama,History",en,22,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Place du Pont,0.865,5.318,1,Documentary,fr,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Making Unorthodox,1.051,7.8,21,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paris, le Pont-Neuf",0.784,5.0,1,Documentary,fr,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transport of a Turret by a Team of 60 Horses,0.839,5.3,1,Documentary,fr,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He Dies at the End,1.036,6.8,5,Horror,en,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Idem Paris,1.108,5.773,8,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Audition,0.883,7.3,14,Comedy,fr,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faust and Marguerite,1.084,3.705,1,"Fantasy,Horror",en,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Summoning the Spirits,0.829,5.2,1,Fantasy,en,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colleurs d'affiches,1.041,5.0,1,Comedy,fr,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Happiness Space: Tale of an Osaka Love Thief,1.033,7.386,78,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partie de tric-trac,1.142,4.955,1,Documentary,fr,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortège au mariage de la princesse Maud,0.823,4.7,1,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cat's Me-Ouch,1.129,6.318,6,"Animation,Comedy",en,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WikiRebels,1.191,6.9,58,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Visit: An Alien Encounter,1.169,6.0,83,"Documentary,ScienceFiction",en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sea Urchins,0.871,6.3,10,Documentary,fr,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow,1.114,6.2,8,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One of the People,1.163,6.909,133,"Drama,Action",ar,22,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marathon: The Patriots Day Bombing,1.159,6.795,108,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Boy and His Atom: The World's Smallest Movie,1.114,5.909,2,Animation,en,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scrub Me Mama with a Boogie Beat,1.093,4.5,7,"Comedy,Animation,Family",en,22,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jam Session,1.188,6.136,3,Music,en,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hollywood, I'm Sleeping Over Tonight",1.162,6.614,100,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The D in David,1.042,6.7,2,Animation,en,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supervenus,1.159,6.9,3,"Horror,Animation,Comedy",fr,22,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Katsudō Shashin,1.121,5.909,1,"Animation,Family",ja,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Head Vanishes,1.088,6.5,9,"Animation,Drama",fr,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Test,1.109,7.409,10,"Drama,ScienceFiction",en,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
T.G.: Psychic Rally in Heaven,1.141,4.9,8,"Documentary,Music",en,22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hi, Tereska",0.877,6.5,86,Unknown,pl,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Surface Tension,1.073,5.5,10,Unknown,en,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Desde el más allá,1.214,6.2,100,"Horror,Mystery",es,22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dragons: Destiny of Fire,1.197,7.636,80,Animation,es,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springman and the SS,1.073,5.636,14,"Animation,Comedy,War",cs,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brotherhood,1.093,6.5,25,"Drama,Family",ar,22,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Palace of the Arabian Nights,1.123,5.8,21,"Adventure,Fantasy",fr,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
One Night in Supermarket,1.196,6.182,94,Comedy,zh,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun Sunday,1.159,5.75,21,Comedy,fr,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hat,0.834,5.7,6,Animation,en,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Name Is Ki,1.173,5.4,94,Drama,pl,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37/78: Tree Again,0.821,5.5,4,Unknown,de,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roman Summer,1.262,6.886,90,"Comedy,Drama",it,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alt-Right: Age of Rage,1.202,5.9,112,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dress to Wed,1.164,5.091,99,Comedy,pt,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
President McKinley and Escort Going to the Capitol,0.807,4.682,2,Documentary,en,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excursion to the Moon,1.121,5.5,7,"Comedy,Fantasy,ScienceFiction",fr,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Screaming in the Hallway,1.041,8.3,75,"Horror,Animation",es,22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Partie de cartes,1.121,5.455,1,Drama,fr,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Crô em Família,1.094,4.6,110,Comedy,pt,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Text of Light,0.867,5.8,71,Unknown,en,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
God's Little Village,1.131,5.8,110,Comedy,pl,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overwhelming Women,1.246,4.4,93,"Comedy,Romance",pt,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Balas & Bolinhos: O Último Capítulo,1.085,6.9,129,"Action,Adventure,Comedy",pt,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zenek,1.172,4.0,120,"Music,Drama",pl,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Wishgranter,0.792,6.705,5,"Romance,Animation,Comedy",en,22,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lapis,0.784,6.1,10,Animation,en,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Move,1.138,5.818,14,Horror,en,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Spongebob Squarepants: Spongebob Goes Prehistoric,1.117,6.7,110,"Animation,Family",en,22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
